id,title,restriction,acceptance,additional_information,modification,notes,views,medical_condition_id,created_at,updated_at
395,Peso,1. Donante de médula ósea - No debe donar si: a) Índice de masa corporal superior a 35; b) Menos de 50 kg; c) Obtener opinión anestésica si el índice de masa corporal se encuentra entre 30 y 35. - 2. Donante de células madre de sangre periférica - No debe donar si: a) Índice de masa corporal superior a 40; b) Debajo de 50Kg; c) El donante tiene tanto sobrepeso que tiene dificultad para subir o bajar del lecho de sangre; d) El acceso venoso es muy difícil.,"a) En los posibles donantes de células madre de sangre periférica con un IMC entre 35 y 40 deben evaluarse cuidadosamente otros factores de riesgo de enfermedad cardiovascular antes de que sean aceptados como adecuados; b) Si está en tratamiento con medicamentos contra la obesidad, se acepta. ","El personal del servicio hematológico no debe poner en riesgo su propia salud al ayudar a los donantes a entrar y salir del sofá de donación excepto en una emergencia. Se recomienda que ningún donante pierda más del 13% de su volumen de sangre durante cualquier procedimiento de donación. Esto es para protegerlos de efectos adversos tales como desmayos y anemia. Hay un peso mínimo del donante a partir del cual una donación puede ser aceptada. Esto no siempre es apropiado. La obesidad también hace deseable usar más que el peso de un donante para estimar su volumen sanguíneo. La grasa contiene mucha menos sangre en proporción a su peso que el músculo. En individuos obesos, el volumen de sangre puede sobreestimarse seriamente si solamente se tiene en cuenta el peso. Sobreestimar el volumen de sangre de un donante hace más probable que tenga un incidente adverso. Los donantes con sobrepeso u obesos tienden a tener un dolor más moderado-intenso en la donación de células madre de sangre periférica. La técnica de cosecha de médula ósea es un procedimiento mucho más difícil en donantes con sobrepeso. Hay mucha evidencia para apoyar el concepto de que la obesidad mórbida en general (es decir, con un IMC> 35) genera un mayor riesgo de muerte prematura, complicaciones anestésicas y enfermedad cardiovascular oculta.","Los niveles de IMC/peso en base a los que se puede aceptar un donante PBSC han cambiado para alinearse con Anthony Nolan, DKMS, NMDP, las pautas actuales Canadá y el borrador de WMDA. ",,0,402,03/14/2018 19:35:28,03/14/2018 19:35:28
396,"Pian ",No debe donar.,,,,,0,403,03/14/2018 19:35:28,03/14/2018 19:35:28
397,Pielonefritis,,,,,,0,404,03/14/2018 19:35:29,03/14/2018 19:35:29
398,Píldora anticonceptiva,,"Se acepta. ",,,,0,405,03/14/2018 19:35:29,03/14/2018 19:35:29
399,Pinturas de Henna,,Se acepta.,,,,0,406,03/14/2018 19:35:29,03/14/2018 19:35:29
401,Relacionada con viajes en áreas con malaria,,,,,,0,407,03/14/2018 19:35:29,03/14/2018 19:35:29
402,Pleuresía,,,,,,0,408,03/14/2018 19:35:29,03/14/2018 19:35:29
403,Podología,No debe donar si: hay heridas abiertas o infecciones.,,,,,0,409,03/14/2018 19:35:29,03/14/2018 19:35:29
404,Policitemia,No debe donar.,,,,,0,410,03/14/2018 19:35:29,03/14/2018 19:35:29
405,Polimialgia Reumática,,,,"Para incluir ""Polimialgia reumática"" en ""Enfermedad autoinmune""",,0,411,03/14/2018 19:35:29,03/14/2018 19:35:29
406,Porfiria,"No debe donar si: sufre de porfiria. ","Si el potencial donante sufre de Porfiria Intermitente Aguda (PIA), Porfiria Variada (PV), o Coproporfiria Hereditaria (CPH), se acepta. ",Biblioteca.,Es una nueva pauta.,,0,412,03/14/2018 19:35:29,03/14/2018 19:35:29
407,Presión arterial Alta,"No debe donar si: a) La causa de hipertensión se encuentra bajo investigación; b) La medicación antihipertensiva fue modificada en las últimas cuatro semanas; c) Está sufriendo sensación de desmayo, desmayos o vértigo; d) Ha sufrido falla cardíaca; e) Tiene insuficiencia renal que requiere diálisis, el uso de eritropoyetina o drogas similares, o se encuentra bajo investigación o seguimiento por insuficiencia renal; f) Ha requerido cirugía por una arterial bloqueada o estrechada, incluyendo cualquier tipo de amputación; g) Tiene o ha tenido gangrena. ","a) Si el donante está siendo evaluado regularmente por presión arterial alta pero el tratamiento aún no ha comenzado, se acepta; b) Si el donante está tomando mediación para la presión arterial elevada y no se han modificado ni el tipo ni la dosis en las últimas cuatro semanas, y se encuentran bien, se acepta; c) Si la gangrena no estaba relacionada con la diabetes o enfermedad  vascular periférica (por ejemplo, se debió a hipotermia o meningitis meningocócica) y todas las heridas se encuentran completamente curadas, incluso si requirió amputación, se acepta. ","En el Reino Unido, aproximadamente una de cada veinte personas tiene hipertensión. La mayoría de las personas con hipertensión gozan de buena salud y están en condiciones de donar sangre. Sin embargo, es importante que las complicaciones debidas a la presión arterial elevada sean cuidadosamente evaluadas y, cuando sea necesario, excluir a los afectados de la donación (por ejemplo, aquellos con falla cardíaca o daño en sus riñones, o aquellos que experimentan efectos secundarios hipotensos de su medicación)
","La justificación para no aceptar donantes que se encuentren tomando medicación para el tratamiento de la hipertensión, además de betabloqueantes o diuréticos, fue revisado por el Comité Consultivo Permanente para el Cuidado y la Selección de Donantes en 2008. Se decidió que los datos disponibles no respaldaban el aplazamiento de todas las personas con hipertensión controlada que toman otros medicamentos.",,0,413,03/14/2018 19:35:29,03/14/2018 19:35:29
408,Presión arterial Baja,,"Si el donante goza de buena salud y no presenta desmayos o mareos, se acepta. ","La presión arterial baja usualmente no es un problema. Es común en mujeres y parece estar vinculado con los niveles de la hormona sexual femenina, estrógeno. La presión arterial baja también puede ser causada por una enfermedad cardíaca seria. En esos casos, no se aceptarán donaciones. Los desmayos pueden poner al donante en riesgo de una lesión. Cualquier donante que tenga problemas con desmayos o mareos no debería donar.",,,0,414,03/14/2018 19:35:29,03/14/2018 19:35:29
409,Problemas de la columna,"1. Donante de médula ósea - No debe donar si: a) Ha tenido una cirugía dentro de los últimos cinco años; b) Problemas de disco o ciática; c) Sufre dolores crónicos que requieren tratamiento continuo con medicación. // 2. Donante de células madre de sangre periférica - Ver: ¿Hay alguna entrada para la condición subyacente? - No debe donar si: no puede utilizar las facilidades de sangrado proporcionadas sin poner en riesgo su propia seguridad o la de otros (los donantes no deben ser exudados en la silla de ruedas). ","1. Donante de médula ósea: si el dolor no es frecuente, relacionado con el esfuerzo o la tensión, se acepta. // 2. Donante de células madre de sangre periférica: si el donante puede tolerar el procedimiento, se acepta.",La operación para obtener médula ósea pueden empeorar cualquier problema de la columna.,"Se ha agregado una entrada para ""Donantes de células madre de sangre periférica"". Se agregó un link adicional para ""Donante discapacitado"". ",,0,415,03/14/2018 19:35:29,03/14/2018 19:35:29
420,Púrpura Trombocitopénica Idiopática (PTI),,,,,,0,426,03/14/2018 19:35:29,03/14/2018 19:35:29
421,Quimioterapia Tumoral,,,,,,0,427,03/14/2018 19:35:29,03/14/2018 19:35:29
422,Quiste Ovárico,No debe donar si: hay malignidad.,,,,,0,428,03/14/2018 19:35:29,03/14/2018 19:35:29
423,Rabia Infección,No debe donar.,,,,,0,429,03/14/2018 19:35:29,03/14/2018 19:35:29
424,Inmunización Post exposición,No debe donar hasta que hayan transcurrido 12 meses desde la exposición y se haya eliminado por completo mediante tratamiento con un médico.,,,,,0,429,03/14/2018 19:35:29,03/14/2018 19:35:29
427,Radioterapia,No debe donar si: a) se utiliza para malignidad que no sea carcinoma de células basales; b) para otros tratamientos: consulte a un Oficial Médico Designado.,,,,,0,431,03/14/2018 19:35:29,03/14/2018 19:35:29
428,Rasgo de Células Falciformes,1. Donante de médula ósea: informar al Centro de Transplante si las células provienen de un donante que tenga rasgo de células falciformes. - 2. Donante de células madre de sangre periférica: no debe donar.,,Los donantes de células madre de sangre periférica con rasgo de células falciformes pueden estar en riesgo de que sus glóbulos rojos se enfermen si sus glóbulos blancos se elevan mucho después del tratamiento con G-CSF.,Los donantes de células madre de sangre periférica no deben donar.,,0,432,03/14/2018 19:35:29,03/14/2018 19:35:29
429,Rasgo de Talasemia,,,,,,0,433,03/14/2018 19:35:29,03/14/2018 19:35:29
430,"Receptor de Esclerótica ",,,,,,0,434,03/14/2018 19:35:29,03/14/2018 19:35:29
431,Receptor de Órganos,,,,,,0,435,03/14/2018 19:35:29,03/14/2018 19:35:29
432,Receptor de Riñón,,,,,,0,436,03/14/2018 19:35:29,03/14/2018 19:35:29
433,Receptor de Tejido Ocular,"No debe donar si: ha recibido un injerto de tejido corneal, escleral o limbal; o células epiteliales limbales o corneales.","Si la cirugía se realizó después de 1997 y el tejido fue suministrado a través de UK Transplant, esta información se almacenará en la Base de Datos Nacional sobre Transplantes.",,,,0,437,03/14/2018 19:35:29,03/14/2018 19:35:29
434,"Receptor de Tejidos ",,,,,,0,438,03/14/2018 19:35:29,03/14/2018 19:35:29
435,Receptores de Inmunoglobulina Humana Normal,,,,,,0,439,03/14/2018 19:35:29,03/14/2018 19:35:29
436,Receptores de Tejidos y Órganos,No debe donar si: 1. En cualquier momento: a) Ha necesitado inmunosupresión; b) Tuvo transplante de duramadre; c) Tuvo transplante de tejido ocular; d) Xenotrasplante realizado. - 2. Desde el 1 de enero de 1980: Consulte a un Oficial Médico Designado si el donante recibió un transplante de tejido alogénico.,"1. a) Si se realizó un trasplante alogénico de tejido antes del 1 de enero de 1980 y no existe ninguna otra razón para excluir al donante, se acepta; b) Si en algún momento se trasplantó un tejido u órgano autólogo no almacenado, se acepta. - 2. Donante que ha recibido un trasplante de tejido alogénico desde el 1 de enero de 1980:  El historial completo de trasplante/transfusión debe registrarse y la donación puede ser solamente emitida después de que el Oficial Médico Designado haya realizado una evaluación de riesgos documentada. Esto debe tener en cuenta la disponibilidad de donantes alternativos, los riesgos de transmisión de vCJD y los beneficios esperados de usar una donación particular.","La transferencia de tejidos u órganos entre individuos y especies ha llevado a la propagación de infecciones. Las pautas anteriores están destinadas a minimizar estos riesgos. Ahora existe la preocupación de que esto también pueda suceder con vCJD.  Esto es porque en el otoño de 2003, un receptor de sangre del Reino Unido, tomada de un donante sano que luego desarrolló
vCJD, murió de vCJD. Desde entonces ha habido varios casos de infección con prión de vCJD en receptores de sangre de donantes que más tarde desarrollaron vCJD. En vista de esto, las personas que han recibido un trasplante de tejido u órgano desde 1980 están ahora obligadas a tener una evaluación de riesgo. Esta fecha es anterior a que BSE, que se cree que
han causado vCJD, fuera frecuente. El Oficial Médico Designado debe considerar la isponibilidad de donantes alternativos y discutir los riesgos y beneficios con el médico del
destinatario. Esta evaluación de riesgos debe compartirse con el destinatario, o el siguiente parentesco según corresponda.","Para reflejar la orientación del Comité sobre Seguridad Microbiológica de los Tejidos Sanguíneos y Órganos. Existe la misma preocupación sobre una posible segunda ola de casos de vCJD de donantes aceptados que hayan recibido trasplantes de tejidos u órganos, ya que hay más de donantes que han sido previamente transfundidos. El término ""Xenotrasplante"" ha reemplazado a ""Tejido animal"" en ""No debe donar si:"".",,0,440,03/14/2018 19:35:29,03/14/2018 19:35:29
437,Nombre aprobado Zanamivir,"No debe tomar si: a) Se está tomando como tratamiento para la gripe; b) En cualquier momento durante los siete días previos a tomarlo, o mientras lo estaba tomando, el donante  ha tenido síntomas de gripe (temperatura superior a 38 ° C o antecedentes de fiebre y dos o más de los siguientes síntomas: tos, dolor de cabeza, secreción nasal, diarea/vómitos)","Si el potencial donante está tomando Relenza® como profilaxis, no se les ha aconsejado que lo hagan reposo en su casa y no ha tenido ningún síntoma de gripe, es acepta.",Relenza® es un inhibidor viral de la neuraminidasa (la neuraminidasa es una enzima que ayuda al virus a extenderse de una celda a otra). Se usa para tratar la gripe y para la profilaxis posterior a la exposición de influenza. Parece ser un medicamento muy seguro con poca evidencia de efecto teratogénico (potencial para causar defectos de nacimiento) o mutagénico (potencial de causar malignidad).,Es una nueva entrada.,,0,441,03/14/2018 19:35:29,03/14/2018 19:35:29
438,Retinitis Pigmentosa,,Se acepta.,,,,0,442,03/14/2018 19:35:29,03/14/2018 19:35:29
439,"Riesgo de Tripanosomiasis Sudamericana ",No debe donar si: a) Ha nacido en América del Sur o América Central (incluido el sur de México); b) La madre nació en América del Sur o América Central (incluido el sur de México); c) Ha tenido una transfusión en América del Sur o América Central (incluido México); d) Ha vivido y / o trabajado en comunidades agrícolas de subsistencia rural en estos países durante un período continuo de cuatro semanas o más.,"1) Para situaciones distintas a la transfusión, si pasaron al menos seis meses a partir de la fecha de la última exposición y una prueba validada para el anticuerpo  T. Cruzi es negativa, se acepta; 2) 2) Si se transfundió antes del 1 de enero de 1980 y una prueba validada para el anticuerpo T. Cruzi da negativo, se acepta; 3) Si pasaron  menos de seis meses después de la fecha de la última exposición, discuta con un Oficial Médico Designado.","La infección con T. cruzi es muy común en muchas partes de América del Sur o Central y es a menudo asintomática. Se puede pasar de una madre infectada a su bebé por nacer, y por
transfusión. El insecto que transmite la infección solamente es común en las áreas rurales y, a mayor tiempo que un individuo ha pasado viviendo en condiciones de vivienda con techos de paja o paredes revestidas de barro que albergan el vector de insectos, mayor es su riesgo de infectarse. Las pruebas están disponibles y deben realizarse si existe la posibilidad de infección. Esperar seis meses desde la última vez que hubo exposición deja tiempo para los anticuerpos se puedan desarrollar. Acampar o hacer trekking en la selva en América del Sur o Central (incluido el sur de México) no considerado un riesgo suficientemente alto como para merecer la exclusión.",Se modificó la información adicional.,,0,443,03/14/2018 19:35:29,03/14/2018 19:35:29
